filename,width,height,class,xmin,ymin,xmax,ymax
15-02-15-20:11.jpg,704,480,taxi,276,153,377,236
15-02-15-20:11.jpg,704,480,taxi,146,167,243,239
15-02-15-20:11.jpg,704,480,taxi,494,90,548,145
15-02-15-20:11.jpg,704,480,taxi,437,51,483,89
15-02-15-20:11.jpg,704,480,motorcycle,428,288,465,364
15-02-15-20:11.jpg,704,480,motorcycle,311,222,344,293
15-02-15-20:11.jpg,704,480,motorcycle,394,166,428,226
15-02-15-20:11.jpg,704,480,motorcycle,360,191,388,243
15-02-15-20:11.jpg,704,480,motorcycle,229,189,266,292
15-02-15-20:11.jpg,704,480,car,445,129,526,215
15-02-15-20:11.jpg,704,480,camper,471,48,532,107
15-02-15-20:11.jpg,704,480,car,611,63,655,111
15-02-15-20:12.jpg,704,480,taxi,355,190,444,270
15-02-15-20:12.jpg,704,480,taxi,420,142,503,213
15-02-15-20:12.jpg,704,480,taxi,172,172,271,249
15-02-15-20:12.jpg,704,480,taxi,266,119,344,179
15-02-15-20:12.jpg,704,480,car,290,148,382,219
15-02-15-20:12.jpg,704,480,motorcycle,269,204,308,284
15-02-15-20:12.jpg,704,480,motorcycle,403,241,442,337
15-02-15-20:12.jpg,704,480,motorcycle,444,221,477,286
15-02-15-20:12.jpg,704,480,motorcycle,475,194,503,266
15-02-15-20:12.jpg,704,480,motorcycle,498,165,533,237
15-02-15-20:12.jpg,704,480,car,590,108,640,162
15-02-15-20:12.jpg,704,480,car,542,147,620,224
15-02-15-20:12.jpg,704,480,van,487,197,575,344
15-02-15-20:12.jpg,704,480,van,514,73,574,142
15-02-15-20:12.jpg,704,480,bus,375,56,513,169
15-02-15-20:12.jpg,704,480,taxi,382,59,436,110
15-02-15-20:12.jpg,704,480,car,495,43,533,86
15-02-15-20:12.jpg,704,480,car,590,73,646,123
15-02-15-20:12.jpg,704,480,car,562,54,607,80
15-02-15-20:13.jpg,704,480,camper,532,81,576,130
15-02-15-20:13.jpg,704,480,taxi,515,162,582,239
15-02-15-20:13.jpg,704,480,taxi,222,187,341,289
15-02-15-20:13.jpg,704,480,taxi,252,117,332,178
15-02-15-20:13.jpg,704,480,taxi,419,75,479,129
15-02-15-20:13.jpg,704,480,taxi,595,73,633,122
15-02-15-20:13.jpg,704,480,car,466,43,516,83
15-02-15-20:13.jpg,704,480,motorcycle,318,133,351,192
15-02-15-20:14.jpg,704,480,taxi,242,131,325,197
15-02-15-20:14.jpg,704,480,taxi,133,180,244,261
15-02-15-20:14.jpg,704,480,taxi,485,60,540,122
15-02-15-20:14.jpg,704,480,bus,352,15,510,113
15-02-15-20:16.jpg,704,480,bus,337,70,489,204
15-02-15-20:16.jpg,704,480,bus,480,21,557,106
15-02-15-20:16.jpg,704,480,bus,323,24,471,127
15-02-15-20:16.jpg,704,480,bus,456,8,519,82
15-02-15-20:16.jpg,704,480,camper,525,169,605,260
15-02-15-20:16.jpg,704,480,camper,549,68,600,119
15-02-15-20:16.jpg,704,480,taxi,582,98,629,163
15-02-15-20:16.jpg,704,480,taxi,486,102,546,154
15-02-15-20:16.jpg,704,480,taxi,378,167,479,266
15-02-15-20:16.jpg,704,480,taxi,223,191,330,284
15-02-15-20:16.jpg,704,480,taxi,133,169,249,273
15-02-15-20:16.jpg,704,480,taxi,239,134,321,199
15-02-15-20:16.jpg,704,480,car,455,131,517,203
15-02-15-20:16.jpg,704,480,motorcycle,374,238,411,316
15-02-15-20:16.jpg,704,480,motorcycle,450,303,496,397
15-02-15-20:16.jpg,704,480,motorcycle,505,288,546,370
15-02-15-20:16.jpg,704,480,motorcycle,504,214,542,284
15-02-15-20:16.jpg,704,480,motorcycle,424,232,462,306
15-02-15-20:17.jpg,704,480,bus,225,117,411,281
15-02-15-20:17.jpg,704,480,camper,335,212,456,329
15-02-15-20:17.jpg,704,480,camper,555,140,607,210
15-02-15-20:17.jpg,704,480,taxi,470,211,553,307
15-02-15-20:17.jpg,704,480,taxi,442,138,519,202
15-02-15-20:17.jpg,704,480,taxi,24,238,147,334
15-02-15-20:17.jpg,704,480,taxi,166,176,244,258
15-02-15-20:17.jpg,704,480,taxi,388,110,435,167
15-02-15-20:17.jpg,704,480,taxi,505,96,557,149
15-02-15-20:17.jpg,704,480,bus,436,39,528,126
15-02-15-20:17.jpg,704,480,car,546,66,593,106
15-02-15-20:17.jpg,704,480,car,615,59,663,99
15-02-15-20:18.jpg,704,480,bus,495,19,552,76
15-02-15-20:18.jpg,704,480,truck,504,139,592,234
15-02-15-20:18.jpg,704,480,taxi,477,230,563,335
15-02-15-20:18.jpg,704,480,taxi,305,167,386,245
15-02-15-20:18.jpg,704,480,taxi,336,125,412,186
15-02-15-20:18.jpg,704,480,taxi,100,195,214,284
15-02-15-20:18.jpg,704,480,taxi,214,137,310,214
15-02-15-20:18.jpg,704,480,taxi,314,101,380,159
15-02-15-20:18.jpg,704,480,taxi,435,93,487,147
15-02-15-20:18.jpg,704,480,taxi,578,110,630,163
15-02-15-20:18.jpg,704,480,camper,432,140,508,220
15-02-15-20:18.jpg,704,480,camper,518,84,568,135
15-02-15-20:18.jpg,704,480,car,361,203,458,298
15-02-15-20:18.jpg,704,480,car,597,69,648,119
15-02-15-20:18.jpg,704,480,car,461,67,509,106
15-02-15-20:21.jpg,704,480,bus,283,81,450,238
15-02-15-20:21.jpg,704,480,bus,453,63,576,181
15-02-15-20:21.jpg,704,480,bus,423,36,527,144
15-02-15-20:21.jpg,704,480,bus,400,7,531,104
15-02-15-20:21.jpg,704,480,taxi,522,206,590,305
15-02-15-20:21.jpg,704,480,car,391,180,478,267
15-02-15-20:21.jpg,704,480,taxi,108,192,218,284
15-02-15-20:21.jpg,704,480,taxi,225,151,298,220
15-02-15-20:21.jpg,704,480,car,569,125,631,197
17.09-14-17:39.jpg,704,480,car,80,150,168,211
17.09-14-17:39.jpg,704,480,car,365,90,431,152
17.09-14-17:39.jpg,704,480,car,433,8,476,53
17.09-14-17:39.jpg,704,480,car,586,93,639,155
17.09-14-17:39.jpg,704,480,motorcycle,662,133,685,178
17.09-14-17:39.jpg,704,480,motorcycle,158,295,208,374
17.09-14-17:39.jpg,704,480,bus,341,1,431,65
17.09-14-17:39.jpg,704,480,industrial machinery,1,150,197,350
17.09-14-17:40.jpg,704,480,car,183,183,284,276
17.09-14-17:40.jpg,704,480,motorcycle,338,90,363,130
17.09-14-17:40.jpg,704,480,motorcycle,298,25,323,53
17.09-14-17:40.jpg,704,480,motorcycle,417,19,436,50
17.09-14-17:40.jpg,704,480,motorcycle,652,102,679,142
17.09-14-17:40.jpg,704,480,motorcycle,146,352,198,436
17.09-14-17:40.jpg,704,480,camper,369,1,420,50
17.09-14-17:40.jpg,704,480,car,425,29,471,74
17.09-14-17:40.jpg,704,480,camper,1,338,118,477
17.09-14-17:41.jpg,704,480,motorcycle,618,305,654,376
17.09-14-17:41.jpg,704,480,motorcycle,641,75,660,114
17.09-14-17:41.jpg,704,480,motorcycle,679,87,703,128
17.09-14-17:43.jpg,704,480,camper,206,91,297,172
17.09-14-17:43.jpg,704,480,car,300,165,385,261
17.09-14-17:43.jpg,704,480,car,393,54,448,111
17.09-14-17:43.jpg,704,480,car,587,96,638,148
17.09-14-17:44.jpg,704,480,car,417,28,465,72
17.09-14-17:44.jpg,704,480,car,602,56,654,105
17.09-14-17:45.jpg,704,480,car,576,123,634,186
17.09-14-17:45.jpg,704,480,motorcycle,636,76,657,109
17.09-14-17:48.jpg,704,480,motorcycle,168,274,214,347
17.09-14-17:48.jpg,704,480,motorcycle,245,149,276,206
17.09-14-17:48.jpg,704,480,motorcycle,276,159,306,217
17.09-14-17:48.jpg,704,480,motorcycle,660,168,686,211
17.09-14-17:48.jpg,704,480,car,587,110,645,162
17.09-14-17:48.jpg,704,480,car,657,87,703,136
17.09-14-17:49.jpg,704,480,motorcycle,380,28,404,66
17.09-14-17:49.jpg,704,480,motorcycle,430,19,453,52
17.09-14-17:49.jpg,704,480,motorcycle,634,84,655,127
17.09-14-17:50.jpg,704,480,motorcycle,158,281,203,362
17.09-14-17:50.jpg,704,480,motorcycle,253,202,294,272
17.09-14-17:50.jpg,704,480,motorcycle,305,90,334,138
17.09-14-17:50.jpg,704,480,motorcycle,687,73,704,108
17.09-14-17:50.jpg,704,480,car,363,90,435,163
17.09-14-17:50.jpg,704,480,car,593,272,671,394
17.09-14-17:50.jpg,704,480,car,641,93,696,149
17.09-14-17:52.jpg,704,480,car,366,81,439,159
17.09-14-17:52.jpg,704,480,motorcycle,313,119,344,172
17.09-14-17:52.jpg,704,480,motorcycle,342,45,368,82
17.09-14-17:52.jpg,704,480,motorcycle,95,409,155,480
17.09-14-17:52.jpg,704,480,motorcycle,615,169,635,230
17.09-14-17:53.jpg,704,480,motorcycle,47,347,106,436
17.09-14-17:53.jpg,704,480,motorcycle,220,191,265,266
17.09-14-17:53.jpg,704,480,motorcycle,323,49,351,84
17.09-14-17:53.jpg,704,480,motorcycle,654,160,682,206
17.09-14-17:53.jpg,704,480,motorcycle,637,90,657,122
17.09-14-17:53.jpg,704,480,car,290,152,380,266
17.09-14-17:53.jpg,704,480,car,587,148,644,222
17.09-14-17:53.jpg,704,480,taxi,431,1,472,39
17.09-14-17:53.jpg,704,480,taxi,668,90,704,141
17.09-14-17:54.jpg,704,480,motorcycle,264,136,306,194
17.09-14-17:54.jpg,704,480,motorcycle,310,47,335,85
17.09-14-17:54.jpg,704,480,motorcycle,330,14,354,44
17.09-14-17:54.jpg,704,480,motorcycle,360,46,391,87
17.09-14-17:54.jpg,704,480,car,438,5,480,47
17.09-14-17:54.jpg,704,480,car,376,76,436,148
17.09-14-17:55.jpg,704,480,car,200,262,311,397
17.09-14-17:55.jpg,704,480,car,308,58,370,114
17.09-14-17:55.jpg,704,480,car,375,71,445,139
17.09-14-17:55.jpg,704,480,car,615,91,668,139
17.09-14-17:55.jpg,704,480,motorcycle,642,206,681,276
17.09-14-17:57.jpg,704,480,motorcycle,142,311,202,395
17.09-14-17:57.jpg,704,480,motorcycle,325,60,351,106
17.09-14-17:57.jpg,704,480,car,339,106,414,184
17.09-14-17:58.jpg,704,480,car,211,114,314,215
17.09-14-17:58.jpg,704,480,motorcycle,90,254,154,328
17.09-14-17:58.jpg,704,480,motorcycle,659,173,693,236
17.09-14-17:58.jpg,704,480,motorcycle,660,122,691,168
17.09-14-17:58.jpg,704,480,motorcycle,661,63,687,102
17.09-14-17:58.jpg,704,480,industrial machinery,10,298,308,478
20.09-14-17:40.jpg,704,480,car,170,184,373,348
20.09-14-17:40.jpg,704,480,car,1,122,70,219
20.09-14-17:40.jpg,704,480,motorcycle,49,58,109,118
20.09-14-17:41.jpg,704,480,motorcycle,615,231,704,296
20.09-14-17:41.jpg,704,480,truck,55,1,657,228
20.09-14-17:43.jpg,704,480,car,495,111,668,221
20.09-14-17:43.jpg,704,480,car,143,25,290,111
20.09-14-17:43.jpg,704,480,motorcycle,17,106,84,175
20.09-14-17:43.jpg,704,480,motorcycle,230,8,298,60
20.09-14-17:44.jpg,704,480,motorcycle,333,28,411,88
20.09-14-17:44.jpg,704,480,motorcycle,417,125,480,179
20.09-14-17:44.jpg,704,480,camper,382,252,610,420
20.09-14-17:44.jpg,704,480,camper,1,6,94,105
20.09-14-17:44.jpg,704,480,taxi,91,1,222,33
20.09-14-17:45.jpg,704,480,car,294,84,452,198
20.09-14-17:45.jpg,704,480,car,1,130,87,237
20.09-14-17:46.jpg,704,480,car,34,194,209,330
20.09-14-17:46.jpg,704,480,motorcycle,135,1,207,48
20.09-14-17:48.jpg,704,480,taxi,295,203,514,362
20.09-14-17:48.jpg,704,480,motorcycle,326,80,401,144
20.09-14-17:48.jpg,704,480,car,517,206,704,367
20.09-14-17:49.jpg,704,480,camper,130,8,292,106
20.09-14-17:49.jpg,704,480,motorcycle,497,182,597,262
20.09-14-17:50.jpg,704,480,motorcycle,315,98,381,174
20.09-14-17:50.jpg,704,480,motorcycle,246,57,315,114
20.09-14-17:50.jpg,704,480,motorcycle,587,176,682,261
20.09-14-17:50.jpg,704,480,car,43,183,175,310
20.09-14-17:50.jpg,704,480,car,78,81,209,172
20.09-14-17:52.jpg,704,480,car,54,1,152,31
20.09-14-17:52.jpg,704,480,van,111,70,368,262
20.09-14-17:53.jpg,704,480,motorcycle,598,147,672,225
20.09-14-17:53.jpg,704,480,motorcycle,366,123,436,187
20.09-14-17:53.jpg,704,480,motorcycle,176,83,252,141
20.09-14-17:53.jpg,704,480,car,57,1,180,57
20.09-14-17:54.jpg,704,480,motorcycle,160,60,222,109
20.09-14-17:54.jpg,704,480,industrial machinery,34,1,246,62
20.09-14-17:55.jpg,704,480,motorcycle,494,144,573,219
20.09-14-17:57.jpg,704,480,motorcycle,315,14,393,71
20.09-14-17:57.jpg,704,480,motorcycle,85,1,141,31
20.09-14-17:58.jpg,704,480,motorcycle,232,36,300,93
21.09-14-17:39.jpg,704,480,motorcycle,65,405,137,476
21.09-14-17:39.jpg,704,480,bus,175,272,497,479
21.09-14-17:40.jpg,704,480,motorcycle,306,371,373,471
21.09-14-17:46.jpg,704,480,motorcycle,260,182,310,261
21.09-14-17:48.jpg,704,480,car,317,155,425,255
21.09-14-17:49.jpg,704,480,taxi,422,177,522,283
21.09-14-17:49.jpg,704,480,motorcycle,417,109,457,171
21.09-14-17:49.jpg,704,480,motorcycle,522,244,568,335
21.09-14-17:50.jpg,704,480,motorcycle,611,107,644,165
21.09-14-17:50.jpg,704,480,truck,437,70,559,214
21.09-14-17:53.jpg,704,480,car,539,51,617,117
21.09-14-17:54.jpg,704,480,motorcycle,459,149,503,214
21.09-14-17:54.jpg,704,480,motorcycle,452,76,486,137
21.09-14-17:54.jpg,704,480,motorcycle,582,181,620,252
21.09-14-17:54.jpg,704,480,motorcycle,592,57,617,85
21.09-14-17:57.jpg,704,480,industrial machinery,289,62,484,260
21.09-14-17:58.jpg,704,480,motorcycle,197,293,255,366
21.09-14-17:58.jpg,704,480,motorcycle,274,276,331,358
21.09-14-17:58.jpg,704,480,motorcycle,254,368,325,469
21.09-14-17:58.jpg,704,480,motorcycle,496,208,549,292
21.09-14-17:58.jpg,704,480,car,528,58,615,121
22.09-14-17:39.jpg,704,480,camper,180,80,251,132
22.09-14-17:39.jpg,704,480,taxi,148,29,186,67
22.09-14-17:39.jpg,704,480,motorcycle,260,178,297,242
22.09-14-17:39.jpg,704,480,bus,199,8,260,77
22.09-14-17:39.jpg,704,480,bus,184,1,238,48
22.09-14-17:39.jpg,704,480,bus,50,1,130,101
22.09-14-17:40.jpg,704,480,motorcycle,226,73,258,117
22.09-14-17:40.jpg,704,480,bus,182,1,243,54
22.09-14-17:40.jpg,704,480,taxi,402,46,485,81
22.09-14-17:40.jpg,704,480,bus,56,1,115,35
22.09-14-17:41.jpg,704,480,motorcycle,326,291,388,378
22.09-14-17:41.jpg,704,480,motorcycle,588,336,685,440
22.09-14-17:41.jpg,704,480,motorcycle,227,54,268,91
22.09-14-17:41.jpg,704,480,bus,188,7,265,72
22.09-14-17:41.jpg,704,480,bus,187,1,237,39
22.09-14-17:43.jpg,704,480,motorcycle,225,91,258,138
22.09-14-17:43.jpg,704,480,motorcycle,231,151,278,211
22.09-14-17:43.jpg,704,480,motorcycle,148,66,187,106
22.09-14-17:43.jpg,704,480,motorcycle,325,249,385,344
22.09-14-17:43.jpg,704,480,motorcycle,586,391,681,480
22.09-14-17:43.jpg,704,480,bus,184,1,251,57
22.09-14-17:44.jpg,704,480,car,338,290,498,386
22.09-14-17:44.jpg,704,480,taxi,214,181,316,254
22.09-14-17:44.jpg,704,480,taxi,248,105,305,154
22.09-14-17:44.jpg,704,480,taxi,176,1,219,29
22.09-14-17:44.jpg,704,480,car,214,29,255,62
22.09-14-17:44.jpg,704,480,taxi,425,48,483,87
22.09-14-17:44.jpg,704,480,motorcycle,165,98,191,148
22.09-14-17:44.jpg,704,480,motorcycle,214,94,239,146
22.09-14-17:44.jpg,704,480,motorcycle,295,150,333,202
22.09-14-17:45.jpg,704,480,bus,182,1,239,37
22.09-14-17:47.jpg,704,480,taxi,258,108,323,161
22.09-14-17:47.jpg,704,480,bus,183,1,237,37
22.09-14-17:47.jpg,704,480,bus,56,1,115,40
22.09-14-17:47.jpg,704,480,bus,454,265,699,480
22.09-14-17:48.jpg,704,480,taxi,165,120,234,176
22.09-14-17:48.jpg,704,480,taxi,208,254,332,342
22.09-14-17:48.jpg,704,480,motorcycle,479,292,548,378
22.09-14-17:48.jpg,704,480,motorcycle,386,196,438,260
22.09-14-17:48.jpg,704,480,motorcycle,148,82,185,115
22.09-14-17:48.jpg,704,480,motorcycle,137,5,165,35
22.09-14-17:48.jpg,704,480,bus,188,28,284,111
22.09-14-17:48.jpg,704,480,bus,183,1,253,45
22.09-14-17:48.jpg,704,480,car,139,46,187,78
22.09-14-17:49.jpg,704,480,car,164,138,234,194
22.09-14-17:49.jpg,704,480,car,137,7,178,42
22.09-14-17:49.jpg,704,480,camper,302,250,440,350
22.09-14-17:49.jpg,704,480,motorcycle,592,320,667,405
22.09-14-17:49.jpg,704,480,bus,187,1,249,57
22.09-14-17:49.jpg,704,480,taxi,606,400,704,478
22.09-14-17:49.jpg,704,480,car,373,49,456,83
22.09-14-17:50.jpg,704,480,motorcycle,189,34,214,71
22.09-14-17:52.jpg,704,480,car,177,136,254,188
22.09-14-17:52.jpg,704,480,bus,54,1,117,53
22.09-14-17:52.jpg,704,480,bus,183,1,232,25
22.09-14-17:53.jpg,704,480,motorcycle,143,9,168,40
22.09-14-17:53.jpg,704,480,bus,59,1,114,37
22.09-14-17:54.jpg,704,480,car,1,244,102,345
22.09-14-17:54.jpg,704,480,taxi,222,56,297,120
22.09-14-17:54.jpg,704,480,motorcycle,128,135,179,220
22.09-14-17:54.jpg,704,480,motorcycle,102,74,149,137
22.09-14-17:54.jpg,704,480,camper,265,1,329,70
22.09-14-17:55.jpg,704,480,van,1,187,111,337
22.09-14-17:55.jpg,704,480,camper,85,185,197,282
22.09-14-17:55.jpg,704,480,van,110,144,215,233
22.09-14-17:55.jpg,704,480,car,174,122,262,187
22.09-14-17:55.jpg,704,480,motorcycle,275,31,304,88
22.09-14-17:55.jpg,704,480,motorcycle,61,125,87,194
22.09-14-17:55.jpg,704,480,motorcycle,75,110,112,175
22.09-14-17:57.jpg,704,480,taxi,77,195,180,286
22.09-14-17:57.jpg,704,480,bus,1,301,204,477
22.09-14-17:57.jpg,704,480,car,1,260,105,308
22.09-14-17:57.jpg,704,480,car,1,188,49,256
22.09-14-17:57.jpg,704,480,taxi,1,238,42,271
22.09-14-17:57.jpg,704,480,car,11,148,116,215
22.09-14-17:57.jpg,704,480,car,117,168,228,240
22.09-14-17:57.jpg,704,480,truck,119,42,263,195
22.09-14-17:57.jpg,704,480,car,88,99,136,163
22.09-14-17:57.jpg,704,480,taxi,234,102,293,173
22.09-14-17:57.jpg,704,480,camper,242,72,305,138
22.09-14-17:57.jpg,704,480,camper,282,42,341,99
22.09-14-17:57.jpg,704,480,taxi,273,14,313,67
22.09-14-17:58.jpg,704,480,motorcycle,628,355,702,478
23.09-14-17:39.jpg,704,480,bus,210,95,337,158
23.09-14-17:39.jpg,704,480,truck,382,106,486,167
23.09-14-17:39.jpg,704,480,truck,363,174,451,285
23.09-14-17:39.jpg,704,480,motorcycle,559,416,614,477
23.09-14-17:39.jpg,704,480,motorcycle,523,365,568,425
23.09-14-17:39.jpg,704,480,motorcycle,496,316,538,371
23.09-14-17:39.jpg,704,480,motorcycle,475,285,510,330
23.09-14-17:39.jpg,704,480,motorcycle,457,248,491,290
23.09-14-17:39.jpg,704,480,motorcycle,601,285,636,344
23.09-14-17:39.jpg,704,480,motorcycle,649,343,699,414
23.09-14-17:39.jpg,704,480,motorcycle,323,202,351,250
23.09-14-17:39.jpg,704,480,motorcycle,177,151,220,180
23.09-14-17:39.jpg,704,480,motorcycle,90,147,138,179
23.09-14-17:39.jpg,704,480,motorcycle,365,85,383,111
23.09-14-17:39.jpg,704,480,motorcycle,337,85,354,111
23.09-14-17:39.jpg,704,480,car,394,283,485,362
23.09-14-17:39.jpg,704,480,car,434,371,544,472
23.09-14-17:39.jpg,704,480,car,154,99,186,125
23.09-14-17:39.jpg,704,480,car,61,99,94,125
23.09-14-17:39.jpg,704,480,car,33,102,62,125
23.09-14-17:39.jpg,704,480,car,79,87,109,108
23.09-14-17:39.jpg,704,480,van,251,79,285,103
23.09-14-17:39.jpg,704,480,truck,145,67,169,100
23.09-14-17:40.jpg,704,480,car,119,284,197,388
23.09-14-17:40.jpg,704,480,car,142,218,206,282
23.09-14-17:40.jpg,704,480,car,2,319,65,450
23.09-14-17:40.jpg,704,480,car,20,254,92,331
23.09-14-17:40.jpg,704,480,camper,56,194,127,266
23.09-14-17:40.jpg,704,480,car,107,168,149,210
23.09-14-17:40.jpg,704,480,car,106,148,150,182
23.09-14-17:40.jpg,704,480,car,56,100,87,130
23.09-14-17:40.jpg,704,480,car,159,125,211,170
