id,filename,width,height,class,xmin,ymin,xmax,ymax
121,68.jpg,8320,3328,no comercial,0,743,1047,2906
122,68.jpg,8320,3328,no comercial,4067,809,5694,2729
123,68.jpg,8320,3328,no comercial,5707,1053,7047,2717
124,69.jpg,8320,3328,no comercial,639,316,2131,2620
125,69.jpg,8320,3328,no comercial,3032,1041,4604,2705
126,69.jpg,8320,3328,no comercial,4574,358,6133,2650
127,69.jpg,8320,3328,no comercial,6364,187,7924,2669
128,70.jpg,8320,3328,no comercial,4229,942,5093,2225
129,70.jpg,8320,3328,no comercial,5148,895,5957,2234
130,70.jpg,8320,3328,no comercial,6082,788,6836,2322
131,70.jpg,8320,3328,no comercial,3092,853,4165,2302
132,70.jpg,8320,3328,no comercial,2419,836,3296,2335
133,70.jpg,8320,3328,comercial,1115,1510,1779,2108
134,71.jpg,8320,3328,comercial,4529,1304,5210,2114
135,71.jpg,8320,3328,comercial,3814,1479,4554,2177
136,71.jpg,8320,3328,comercial,5176,1410,5870,2155
137,71.jpg,8320,3328,comercial,5722,1482,6585,2253
138,71.jpg,8320,3328,comercial,1707,1431,2578,2146
139,72.jpg,8320,3328,no comercial,2200,1297,7100,2411
140,73.jpg,8320,3328,no comercial,2165,1210,7100,2184
141,74.jpg,8320,3328,no comercial,2165,1211,7100,2477
142,75.jpg,8320,3328,no comercial,2165,1159,7100,2376
143,76.jpg,8320,3328,no comercial,4023,1363,5397,2296
144,76.jpg,8320,3328,no comercial,5353,1059,6840,2296
145,76.jpg,8320,3328,comercial,1644,1535,3337,2656
146,76.jpg,8320,3328,comercial,3356,1468,3977,2316
147,77.jpg,8320,3328,no comercial,4069,1329,5613,2389
148,77.jpg,8320,3328,no comercial,5497,1376,6329,2256
149,78.jpg,8320,3328,no comercial,0,895,8312,3119
150,79.jpg,8320,3328,no comercial,0,719,8312,3132
151,80.jpg,8320,3328,no comercial,0,559,2514,2491
152,80.jpg,8320,3328,no comercial,3196,956,5602,2864
153,80.jpg,8320,3328,no comercial,4823,1346,8038,2918
154,81.jpg,8320,3328,comercial,1887,1499,3348,2449
155,81.jpg,8320,3328,no comercial,3543,1480,4889,2498
156,81.jpg,8320,3328,comercial,6315,1528,7412,2602
157,81.jpg,8320,3328,no comercial,4877,1132,6351,2656
158,82.jpg,8320,3328,no comercial,3087,1004,5170,2784
159,82.jpg,8320,3328,no comercial,5487,1133,6931,2931
160,82.jpg,8320,3328,comercial,1900,1091,3075,2504
161,82.jpg,8320,3328,no comercial,876,1182,1729,2633
162,83.jpg,8320,3328,no comercial,1772,554,5748,2627
163,83.jpg,8320,3328,no comercial,5559,992,7515,2681
164,83.jpg,8320,3328,no comercial,7022,792,8313,2626
165,86.jpg,8320,3328,comercial,0,1322,1448,2535
166,86.jpg,8320,3328,comercial,1211,1225,3087,2767
167,86.jpg,8320,3328,no comercial,2989,1048,4871,2583
168,86.jpg,8320,3328,comercial,6705,1347,8313,2517
169,87.jpg,8320,3328,comercial,2502,1420,3879,2816
170,87.jpg,8320,3328,no comercial,3744,1266,5261,2717
171,87.jpg,8320,3328,no comercial,5328,1066,7053,2785
172,87.jpg,8320,3328,comercial,0,1461,2124,2540
173,88.jpg,8320,3328,comercial,1260,1394,2070,2571
174,88.jpg,8320,3328,no comercial,2083,1572,4458,2797
175,88.jpg,8320,3328,no comercial,4537,1426,6570,2797
176,88.jpg,8320,3328,comercial,6601,1542,8312,2656
177,89.jpg,8320,3328,no comercial,650,1487,1479,2419
178,89.jpg,8320,3328,no comercial,1321,1455,1997,2528
179,89.jpg,8320,3328,no comercial,2021,1352,3013,2449
180,89.jpg,8320,3328,no comercial,2789,864,3677,2662
181,89.jpg,8320,3328,no comercial,3605,310,4688,2681
182,89.jpg,8320,3328,no comercial,4780,353,5888,2669
183,89.jpg,8320,3328,no comercial,5859,249,7173,2742
184,90.jpg,8320,3328,comercial,0,1347,3270,2944
185,90.jpg,8320,3328,comercial,6730,1700,8216,2822
186,90.jpg,8320,3328,no comercial,3312,914,5907,2651
187,91.jpg,8320,3328,comercial,3581,1522,4702,2656
188,91.jpg,8320,3328,comercial,2362,1461,3543,2595
189,91.jpg,8320,3328,no comercial,0,1475,1119,2619
190,91.jpg,8320,3328,no comercial,1205,1468,2337,2688
191,91.jpg,8320,3328,comercial,5663,1425,7990,2467
192,94.jpg,8320,3328,no comercial,4274,1260,5706,2424
193,94.jpg,8320,3328,no comercial,2581,498,3616,2712
194,94.jpg,8320,3328,comercial,3544,1694,4073,2613
195,94.jpg,8320,3328,comercial,6109,1511,6821,2499
196,94.jpg,8320,3328,comercial,857,1505,1667,2505
197,95.jpg,8320,3328,comercial,249,1711,1235,2735
198,95.jpg,8320,3328,comercial,1339,1687,2806,2894
199,95.jpg,8320,3328,comercial,3069,1492,4732,2754
200,95.jpg,8320,3328,comercial,4805,1517,6553,2956
201,96.jpg,8320,3328,no comercial,1413,810,2509,1889
202,96.jpg,8320,3328,no comercial,2404,700,3294,1987
203,96.jpg,8320,3328,no comercial,3209,963,4026,2023
204,96.jpg,8320,3328,no comercial,3855,992,4737,2107
205,96.jpg,8320,3328,no comercial,4635,1078,5676,2114
206,97.jpg,8320,3328,no comercial,2899,1144,3770,2157
207,97.jpg,8320,3328,no comercial,3843,1163,4415,2290
208,97.jpg,8320,3328,no comercial,4402,1096,5066,2284
209,97.jpg,8320,3328,no comercial,5023,1133,5821,2255
210,97.jpg,8320,3328,no comercial,5847,931,6608,2223
211,97.jpg,8320,3328,no comercial,6571,920,7095,2303
212,98.jpg,8320,3328,no comercial,0,980,8312,2578
213,99.jpg,8320,3328,no comercial,0,998,8312,2595
214,100.jpg,8320,3328,comercial,2636,1755,3636,2608
215,100.jpg,8320,3328,comercial,6188,1711,6852,2438
216,100.jpg,8320,3328,comercial,7003,1743,7790,2333
217,100.jpg,8320,3328,no comercial,888,1603,2509,2735
218,100.jpg,8320,3328,no comercial,3587,901,4872,2552
219,100.jpg,8320,3328,no comercial,4787,914,6200,2578
220,101.jpg,8320,3328,comercial,1321,1694,2149,2773
221,101.jpg,8320,3328,no comercial,2253,974,3423,2583
222,101.jpg,8320,3328,no comercial,3482,743,5036,2596
223,101.jpg,8320,3328,no comercial,5134,859,6334,2517
224,101.jpg,8320,3328,no comercial,6316,1170,7004,2541
225,101.jpg,8320,3328,comercial,6919,1572,7564,2595
226,101.jpg,8320,3328,comercial,7600,1682,8191,2766
227,106.jpg,8320,3328,comercial,2106,1833,3221,2693
228,106.jpg,8320,3328,no comercial,3624,1566,5134,2675
229,106.jpg,8320,3328,no comercial,5292,1687,6937,2559
230,106.jpg,8320,3328,no comercial,7053,1499,8312,2613
231,107.jpg,8320,3328,no comercial,2252,1333,3653,2577
232,107.jpg,8320,3328,comercial,4694,1778,5352,2522
233,107.jpg,8320,3328,no comercial,3855,1420,4646,2645
234,107.jpg,8320,3328,comercial,6065,1736,6723,2650
235,107.jpg,8320,3328,no comercial,5329,1595,5932,2601
236,108.jpg,8320,3328,no comercial,5030,1187,6139,2229
237,108.jpg,8320,3328,no comercial,4172,1194,4909,2145
238,108.jpg,8320,3328,no comercial,3002,1127,4013,2236
239,108.jpg,8320,3328,no comercial,1949,1091,2947,2101
240,108.jpg,8320,3328,no comercial,797,992,1949,2175
241,109.jpg,8320,3328,no comercial,486,724,1661,2322
242,109.jpg,8320,3328,no comercial,1673,713,2794,2291
243,109.jpg,8320,3328,no comercial,2838,792,4207,2243
244,109.jpg,8320,3328,no comercial,4300,931,5414,2132
245,109.jpg,8320,3328,no comercial,5541,969,6340,2157
246,109.jpg,8320,3328,no comercial,6395,992,7898,2120
247,110.jpg,8320,3328,no comercial,2319,1700,3866,3230
248,110.jpg,8320,3328,no comercial,4781,1536,6517,2822
249,111.jpg,8320,3328,no comercial,1827,1328,4427,2815
250,111.jpg,8320,3328,comercial,5803,1528,7333,2845
251,111.jpg,8320,3328,no comercial,4402,603,5858,2857
252,114.jpg,8320,3328,no comercial,0,1144,8063,2912
253,115.jpg,8320,3328,no comercial,42,755,8313,2566
254,120.jpg,8320,3328,no comercial,1473,944,6121,2552
255,121.jpg,8320,3328,no comercial,2618,1358,8312,2638
256,122.jpg,8320,3328,no comercial,3270,1426,4525,2249
257,122.jpg,8320,3328,no comercial,5060,1443,6467,1955
258,122.jpg,8320,3328,no comercial,2222,1467,3221,1986
259,123.jpg,8320,3328,no comercial,3318,968,5011,2394
260,123.jpg,8320,3328,no comercial,5195,1078,6943,2121
261,123.jpg,8320,3328,no comercial,1673,938,3269,2401
262,123.jpg,8320,3328,no comercial,0,1097,1588,2206
263,124.jpg,8320,3328,comercial,3799,1760,5085,2894
264,124.jpg,8320,3328,no comercial,5249,1791,7120,2735
265,124.jpg,8320,3328,no comercial,408,1083,3738,3168
266,125.jpg,8320,3328,no comercial,2990,1359,5127,2864
267,125.jpg,8320,3328,comercial,2886,273,5364,1321
268,125.jpg,8320,3328,no comercial,553,858,2946,2968
269,126.jpg,8320,3328,no comercial,2685,962,8313,2651
270,127.jpg,8320,3328,no comercial,0,1096,5676,2741
271,128.jpg,8320,3328,no comercial,0,1438,8312,2572
272,129.jpg,8320,3328,no comercial,560,1187,8312,2546
273,130.jpg,8320,3328,no comercial,0,1083,7935,2461
274,131.jpg,8320,3328,comercial,2545,1517,3319,2316
275,131.jpg,8320,3328,no comercial,1655,1602,2514,2181
276,132.jpg,8320,3328,no comercial,17,1182,8312,2626
277,134.jpg,8320,3328,no comercial,0,1103,8312,2663
278,135.jpg,8320,3328,comercial,5926,2004,7948,3302
279,136.jpg,8320,3328,no comercial,0,712,8312,3047
280,137.jpg,8320,3328,no comercial,0,511,8312,2760
281,142.jpg,8320,3328,no comercial,0,1333,5724,2351
282,142.jpg,8320,3328,comercial,5858,1376,7375,2126
283,143.jpg,8320,3328,no comercial,0,1583,8312,3003
284,148.jpg,8320,3328,comercial,2922,1284,3731,2066
285,148.jpg,8320,3328,no comercial,3770,1389,5499,2200
286,148.jpg,8320,3328,no comercial,5573,1401,8148,2261
287,148.jpg,8320,3328,no comercial,85,1267,2789,2242
288,150.jpg,8320,3328,no comercial,2100,1414,6022,2394
289,150.jpg,8320,3328,comercial,6071,1528,6973,2437
290,150.jpg,8320,3328,comercial,0,1395,1393,2504
291,151.jpg,8320,3328,comercial,4750,1644,5761,3168
292,151.jpg,8320,3328,comercial,0,1609,1740,3041
293,151.jpg,8320,3328,comercial,3806,1388,4775,3260
294,151.jpg,8320,3328,no comercial,1754,1937,3727,3034
295,152.jpg,8320,3328,no comercial,3409,615,5475,2706
296,152.jpg,8320,3328,comercial,1528,1339,3575,2456
297,152.jpg,8320,3328,comercial,291,1444,1626,2316
298,153.jpg,8320,3328,no comercial,0,969,8307,2968
299,154.jpg,8320,3328,no comercial,0,1237,8312,2950
300,155.jpg,8320,3328,no comercial,0,1298,8312,2925
301,156.jpg,8320,3328,no comercial,0,1103,8312,2907
302,157.jpg,8320,3328,comercial,4245,1754,4988,2322
303,157.jpg,8320,3328,no comercial,5487,1749,8312,2724
304,157.jpg,8320,3328,no comercial,1364,1542,4225,2395
305,157.jpg,8320,3328,comercial,706,1687,1272,2156
306,158.jpg,8320,3328,no comercial,0,1352,8312,2400
307,159.jpg,8320,3328,comercial,4760,1603,5816,2227
308,159.jpg,8320,3328,no comercial,687,1376,4664,2290
309,159.jpg,8320,3328,no comercial,5766,1303,8313,2363
310,160.jpg,8320,3328,no comercial,73,1285,8295,2961
311,164.jpg,8320,3328,no comercial,0,1188,8312,2474
312,165.jpg,8320,3328,no comercial,0,1103,8312,2413
313,166.jpg,8320,3328,no comercial,0,1170,8312,2590
314,168.jpg,8320,3328,comercial,3799,1376,4731,2461
315,168.jpg,8320,3328,no comercial,4823,925,8312,1943
316,169.jpg,8320,3328,no comercial,3099,1449,8312,2565
317,170.jpg,8320,3328,no comercial,1302,1365,6918,2931
318,171.jpg,8320,3328,no comercial,0,944,8312,2627
319,174.jpg,8320,3328,no comercial,1290,1449,2862,2388
320,174.jpg,8320,3328,no comercial,2820,1437,5085,2511
321,174.jpg,8320,3328,no comercial,4933,1394,6919,2680
322,174.jpg,8320,3328,no comercial,6803,1400,8253,2834
323,175.jpg,8320,3328,comercial,3118,1603,3812,2309
324,175.jpg,8320,3328,comercial,3928,1638,4458,2394
325,175.jpg,8320,3328,comercial,6413,1529,7382,2357
326,175.jpg,8320,3328,comercial,1801,1529,2642,2627
327,175.jpg,8320,3328,comercial,743,1511,1680,2552
328,180.jpg,8320,3328,no comercial,0,1359,8312,2755
329,181.jpg,8320,3328,no comercial,0,645,8312,2766
330,182.jpg,8320,3328,no comercial,4804,1656,8313,2808
331,182.jpg,8320,3328,no comercial,0,1487,3117,2700
332,184.jpg,8320,3328,no comercial,0,1133,4013,2290
333,185.jpg,8320,3328,no comercial,815,664,6577,2779
334,186.jpg,8320,3328,no comercial,0,724,8312,2827
335,187.jpg,8320,3328,no comercial,0,693,4817,2242
336,187.jpg,8320,3328,no comercial,6188,1176,8192,2748
337,188.jpg,8320,3328,no comercial,0,907,8312,2382
338,189.jpg,8320,3328,no comercial,0,822,8312,2760
339,194.jpg,8320,3328,no comercial,0,1273,8312,2626
340,195.jpg,8320,3328,no comercial,0,1016,8295,2504
341,196.jpg,8320,3328,no comercial,0,925,8312,2808
342,197.jpg,8320,3328,no comercial,0,816,8289,2950
343,198.jpg,8320,3328,no comercial,12,810,8294,2688
344,199.jpg,8320,3328,no comercial,17,864,8312,2687
345,200.jpg,8320,3328,no comercial,0,632,8312,2828
346,201.jpg,8320,3328,no comercial,0,847,8312,3072
347,202.jpg,8320,3328,no comercial,2951,979,5408,2488
348,202.jpg,8320,3328,no comercial,5445,1096,7564,2546
349,202.jpg,8320,3328,no comercial,2142,1144,2867,2467
350,202.jpg,8320,3328,comercial,1473,1486,2131,2479
351,202.jpg,8320,3328,comercial,0,1260,1588,2650
352,203.jpg,8320,3328,no comercial,0,1011,8312,2363
353,208.jpg,8320,3328,comercial,614,1528,1631,2455
354,208.jpg,8320,3328,no comercial,2052,524,7863,2937
355,209.jpg,8320,3328,no comercial,2,1015,2195,2316
356,209.jpg,8320,3328,no comercial,2109,1264,3210,2255
357,209.jpg,8320,3328,no comercial,3439,995,4337,2335
358,209.jpg,8320,3328,no comercial,4297,655,5149,2102
359,212.jpg,8320,3328,comercial,1610,1635,2073,1979
360,212.jpg,8320,3328,comercial,3251,1597,3843,1926
361,212.jpg,8320,3328,comercial,2841,1601,3195,1943
362,212.jpg,8320,3328,comercial,3973,1639,4589,1960
363,213.jpg,8320,3328,no comercial,0,603,8312,2432
364,214.jpg,8320,3328,comercial,3128,1553,4018,2359
365,214.jpg,8320,3328,comercial,2383,1571,3176,2246
366,214.jpg,8320,3328,comercial,5506,1528,6632,2437
367,214.jpg,8320,3328,no comercial,601,554,2319,2071
368,215.jpg,8320,3328,no comercial,6712,407,8276,2705
369,215.jpg,8320,3328,no comercial,4135,1449,6645,2419
370,215.jpg,8320,3328,no comercial,2204,774,2899,1913
371,215.jpg,8320,3328,no comercial,114,694,1649,1621
372,220.jpg,8320,3328,no comercial,0,955,8312,3077
373,221.jpg,8320,3328,no comercial,0,1139,8312,3064
374,223.jpg,8320,3328,no comercial,0,1365,8312,3181
375,225.jpg,8320,3328,comercial,2083,1395,3879,2176
376,225.jpg,8320,3328,comercial,6193,1565,7141,2426
377,225.jpg,8320,3328,no comercial,4239,1397,5980,2315
378,225.jpg,8320,3328,no comercial,572,1102,2066,2472
379,226.jpg,8320,3328,no comercial,566,1113,8290,3112
380,229.jpg,8320,3328,comercial,1710,1334,3328,2761
381,229.jpg,8320,3328,comercial,3351,1724,4256,2891
382,229.jpg,8320,3328,comercial,4360,1724,5579,3084
383,229.jpg,8320,3328,comercial,3124,998,5426,2156
384,232.jpg,8320,3328,no comercial,36,1510,8270,2949
385,233.jpg,8320,3328,comercial,4488,1572,6115,2699
386,233.jpg,8320,3328,comercial,3885,1676,4702,2651
387,233.jpg,8320,3328,no comercial,955,1261,3598,2552
388,233.jpg,8320,3328,no comercial,6248,242,8178,2894
389,234.jpg,8320,3328,no comercial,12,1047,8008,2602
390,235.jpg,8320,3328,no comercial,41,1121,8197,3046
391,240.jpg,8320,3328,no comercial,0,926,8312,2980
392,241.jpg,8320,3328,no comercial,0,1175,7752,2662
393,242.jpg,8320,3328,no comercial,2879,1077,5066,2815
394,242.jpg,8320,3328,no comercial,918,146,3342,2803
395,242.jpg,8320,3328,no comercial,0,407,1620,2304
396,242.jpg,8320,3328,no comercial,4501,493,6596,2651
397,243.jpg,8320,3328,no comercial,1248,67,3007,2822
398,243.jpg,8320,3328,no comercial,2837,134,4323,2438
399,243.jpg,8320,3328,no comercial,0,158,1480,2505
400,243.jpg,8320,3328,comercial,4866,1487,6681,3072
401,243.jpg,8320,3328,no comercial,4750,560,7027,1644
402,243.jpg,8320,3328,no comercial,6175,114,7789,2083
403,246.jpg,8320,3328,no comercial,0,1048,8312,2645
404,247.jpg,8320,3328,no comercial,0,1065,8258,3131
405,248.jpg,8320,3328,comercial,2843,1249,3854,2619
406,248.jpg,8320,3328,comercial,1198,1321,2788,2376
407,248.jpg,8320,3328,no comercial,5664,646,8313,3242
408,248.jpg,8320,3328,no comercial,4658,560,5517,2517
409,249.jpg,8320,3328,comercial,3927,1193,5389,3235
410,249.jpg,8320,3328,comercial,5822,1231,8064,3120
411,249.jpg,8320,3328,comercial,1674,1205,3581,3199
412,249.jpg,8320,3328,comercial,285,1285,1856,3174
413,254.jpg,8320,3328,comercial,3708,1389,4494,2096
414,254.jpg,8320,3328,no comercial,2795,1298,3739,1987
415,254.jpg,8320,3328,no comercial,2130,724,2819,2107
416,254.jpg,8320,3328,comercial,6193,1449,7333,2583
417,254.jpg,8320,3328,no comercial,4719,1291,6053,2444
418,255.jpg,8320,3328,no comercial,0,955,8312,2997
419,257.jpg,8320,3328,comercial,6791,1017,7790,2273
420,257.jpg,8320,3328,comercial,7746,1103,8312,2322
421,260.jpg,8320,3328,no comercial,0,1016,8312,2619
422,261.jpg,8320,3328,no comercial,0,955,8312,2766
423,262.jpg,8320,3328,comercial,1454,1371,2149,1926
424,262.jpg,8320,3328,no comercial,2819,1261,6875,2822
425,262.jpg,8320,3328,comercial,0,1475,863,1901
426,263.jpg,8320,3328,no comercial,0,931,8312,2680
427,268.jpg,8320,3328,no comercial,3677,1292,5036,2279
428,268.jpg,8320,3328,no comercial,2137,1083,3568,2437
429,268.jpg,8320,3328,comercial,6321,1694,6577,2121
430,268.jpg,8320,3328,comercial,5901,1706,7004,2266
431,268.jpg,8320,3328,no comercial,5084,1334,5840,2284
432,269.jpg,8320,3328,no comercial,5754,932,7131,2407
433,269.jpg,8320,3328,no comercial,3898,591,5445,2608
434,269.jpg,8320,3328,comercial,1339,1480,2825,2552
435,269.jpg,8320,3328,no comercial,0,298,979,3023
436,270.jpg,8320,3328,no comercial,358,859,8313,2883
437,271.jpg,8320,3328,no comercial,0,236,8216,2808
438,272.jpg,8320,3328,no comercial,5,798,8312,2968
439,273.jpg,8320,3328,comercial,730,1132,2198,2236
440,273.jpg,8320,3328,no comercial,2715,1236,8312,2674
441,276.jpg,8320,3328,no comercial,5408,303,8312,2955
442,277.jpg,8320,3328,no comercial,0,523,8312,2924
443,278.jpg,8320,3328,no comercial,0,877,8312,2816
444,279.jpg,8320,3328,no comercial,0,871,8312,2590
445,284.jpg,8320,3328,no comercial,3155,1193,8313,2845
446,286.jpg,8320,3328,no comercial,3928,1449,6802,3028
447,286.jpg,8320,3328,comercial,1193,1572,2946,3180
448,286.jpg,8320,3328,no comercial,2977,949,3897,3138
449,286.jpg,8320,3328,no comercial,18,407,1144,3150
450,287.jpg,8320,3328,no comercial,0,792,8312,2968
451,288.jpg,8320,3328,comercial,6924,1365,7966,2785
452,288.jpg,8320,3328,comercial,2241,1224,4238,2285
453,288.jpg,8320,3328,comercial,4799,1475,5993,2566
454,288.jpg,8320,3328,comercial,700,1126,1400,2334
455,288.jpg,8320,3328,comercial,5804,1444,7095,2437
456,289.jpg,8320,3328,no comercial,0,981,8312,2889
457,291.jpg,8320,3328,comercial,839,1249,1692,2333
458,294.jpg,8320,3328,no comercial,42,931,8313,2784
459,295.jpg,8320,3328,no comercial,1576,889,8312,2857
460,298.jpg,8320,3328,no comercial,0,652,8312,2857
461,299.jpg,8320,3328,comercial,4061,1572,6279,2864
462,299.jpg,8320,3328,no comercial,0,999,3952,2962
463,302.jpg,8320,3328,no comercial,1248,1279,8312,3107
464,303.jpg,8320,3328,no comercial,0,949,8312,3059
